Course Number,Course Title,Description,Subject meets with,Prerequisites,Class Type (U/G),Semester,Credit Structure,Credit Info,Instructor,Same subject as,Years offered
MAS.642J,Writing for Computer Performance," Use of current tools and techniques for creating audio soundtracks that can be synthesized by computer in real time. Techniques of compact definition and efficient, global dissemination, such as via the World Wide Web. Development and use of global standards for audio and music rendering on remote sites. Participants are expected to create an original work, performed in at least three remote sites to positive commentary, using the above principles. MAS.654 Cognitive Artifacts",,MAS.641J,G,Spring,3-0-6,H-LEVEL Grad Credit,B. Vercoe,21 M.565J,
MAS.654,Cognitive Artifacts," Lectures same as MAS.234J, supplemented by individual or group projects and additional readings. Stresses the role of external representations in guiding thought and imagination. Term project required. See description under subject 9.34J. MAS.690 Special Projects in Perceptual","9.34J, MAS.234J",Permission of instructor,G,Fall,3-3-6,H-LEVEL Grad Credit,W. Richards,,
MAS.690,Special Projects in Perceptual Computing," Can be repeated for credit Special projects on individual or group basis. Registration subject to prior arrangement of subject matter and supervision by staff. Staff Learning and Common Sense MAS.712 Technological Tools for Learning Examines how new computational tools and activities can help people learn new things in new ways. Discusses theories of learning and education underlying the design and use of these tools, and explores how new tools can change the ways people think about learning and education. Special emphasis on ""constructionist"" approaches to learning (represented by tools such as Logo and LEGO/Logo). Final project involves the design and observation of learning activities. MAS.713 Learning Environments",,,G,Spring,2-0-7,,M. Resnick,,
MAS.713,Learning Environments," Can be repeated for credit Seminar to develop a framework for understanding the entry of new technologies computers, video technologies, communications into the process of learning. Reading covers a broad range of topics in human sciences, epistemology, and computer sciences; research projects, either self-initiated or assigned. MAS.714J Evolving Conceptions of",,Permission of instructor,G,Spring,3-0-6,H-LEVEL Grad Credit,S. A. Papert,,
MAS.714J,Evolving Conceptions of Systems and Self, See description under subject STS.528J. Descriptions of Subjects 547 School of Architecture and Planning MAS.718 Research Seminar in Learning,,,G,Fall,2-0-7,,"M. Resnick, S. Turkle",STS.528J,
MAS.718,Research Seminar in Learning Environments, Can be repeated for credit Presentations of research projects in learning and epistemology; discussions of work in progress; formulation of methodological and conceptual guidelines. Staff MAS.731J The Society of Mind permission of instructor See description under subject 6.868J. MAS.734 Projects in Knowledge,,"Must have read The Society of Mind,",G,Spring,3-0-9,H-LEVEL Grad Credit,M. Minsky,6.868J,
MAS.734,Projects in Knowledge Representation," Can be repeated for credit Focus on building practical domain representations for intelligent systems and introducing students to a variety of representation toolkits. Students gain sophistication in the design and critique of representation systems as well as practical skills in application specification and interface design. Students complete a substantial project involving representation, application, and interface components. MAS.736 Discourse",,6.170 or equivalent,G,Spring,3-0-6,H-LEVEL Grad Credit,"K. Haase, Jr.",,
MAS.736,Discourse (New)," How discourse works, with emphasis on the structure of spoken and written discourse primarily conversation, story, and news. Interpretation and generation of cohesive discourse by humans, and how we can build systems to interpret and generate cohesive discourse, e.g., the main problem areas encountered in building dialogue systems, text generation and interpretation systems, and conversational interfaces of all sorts. Students read and discuss current theoretical papers, and carry out a series of on-paper and implementation assignments analyzing existent corpora, and problems and data brought in by students. Individual final project. MAS.737 Software Agents Seminar",,Permission of instructor,G,Fall,4-0-8,H-LEVEL Grad Credit,J. Cassell,,
MAS.737,Software Agents Seminar, Can be repeated for credit See description under subject MAS.334. MAS.738 Modeling Adaptive Behavior,MAS.334,Permission of instructor,G,Fall,Units arranged,,P. Maes,,
MAS.738,Modeling Adaptive Behavior," intelligence Examines models, algorithms and techniques for modeling systems that demonstrate adaptive behavior over short or long periods of time. Topics covered include: adaptive behavior in autonomous agents, learning from experience, simulated evolution, social or ""cultural"" learning. Three papers and final project. MAS.790 Special Projects in Learning and",,One subject in introductory artificial,G,Spring,2-0-7,H-LEVEL Grad Credit,P. Maes,,
MAS.790,Special Projects in Learning and Common Sense," Can be repeated for credit Special projects on individual or group basis. Registration subject to prior arrangement of subject matter and supervision by staff. Staff Information and Entertainment MAS.813 Structured Video Communications Representations of motion picture information and associated sound for distribution, production and interaction in a networked environment. Topics include 2-D waveform and object based coding, three dimensional representations models, scalable imagery, intergration and extension of existing and emerging picture formats and processing architectures, and on-the-fly delivery systems. Discussion will also address the relationship of television to information infrastructures and societal interests. MAS.814 Digital Image Processing for Hard",,Permission of instructor,G,Spring,2-0-7,H-LEVEL Grad Credit,A. Lippman,,
MAS.814,Digital Image Processing for Hard Copy," mission of instructor An examination of the electronic processing of images for hard copy and of the technologies associated with document production. Topics to be covered include two-dimensional Fourier transforms, halftoning, digital typography, output processes, color, psychophysics, and still image coding. Term paper or project with both written and oral presentation required. A reasonable facility with mathematics is assumed. Open to qualified undergraduates. MAS.815 Issues of Color in Media",,MAS 510 or MAS 160 or 6.003 or per-,G,Spring,2-0-7,H-LEVEL Grad Credit,"V. M. Bove, Jr.",,
MAS.815,Issues of Color in Media Technology," The technical aspects of color for use in practical applications of media technology. Color is discussed from three distinct points of view: human vision, visual processing, and digital displays. Topics include: the production of color, physiology and psychophysics of color, the sensation of color, color systems, coding and processing, color vision, rendering in graphics environments, color as an interface, semantics and aesthetics of color. Weekly reading, lab work, and individual term projects. MAS.825J Musical Aesthetics and Media",,,G,Fall,2-0-7,,W. Bender,,
MAS.825J,Musical Aesthetics and Media Technology," In-depth exploration of contemporary concepts in music and media. Studies recent music that uses advanced technology, and the artistic motivations and concerns implied by the new media. Practical hands-on experience with computer music technology, with special emphasis on MIDI-based synthesizers and samplers and real-time performance systems. Term project required. MAS.826J Projects in Media and Music",,Permission of instructor,G,Fall,3-3-3,H-LEVEL Grad Credit,T. Machover,21 M.580J,
MAS.826J,Projects in Media and Music," Can be repeated for credit Current computer music concepts and practice. Project-based work on research or production projects using the Media Lab's computer music resources. Requires significant studio work and a term project. May be repeated for credit with permission of instructor. MAS.837 Collaboration Between People,",,MAS 825J,G,Spring,3-3-3,H-LEVEL Grad Credit,T. Machover,21M.581J,
MAS.837,"Collaboration Between People, Computers, and Things (New)"," Explores aspects of media design that facilitate dynamic interactions between: laborators, and 3) humans and physical/ virtual environments. Students investigate the design space of media for seamless interaction using concept sketches, mockups, and simple prototyping. Regular readings, papers, and small projects also required. 548 Chapter Vill Program in Media Arts and Sciences MAS MAS.838, MAS 839 Graphic Imaging Media Projects Can be repeated for credit Special work on an individual or group basis combining research and projects of multidimensional graphics, typography, imaging, static or dynamic, 2or 3-D, and audio in an intelligent electronic design environment. Registration subject to prior acceptance of project, supervision by VLW staff. Completion dependent on successful demonstration and documentation of semester's project. Staff MAS.845 Special Topics in Cinematic",,Permission of instructor,G,"Fall,",Units arranged,H-LEVEL Grad Credit,H. Ishii,,
