Number,Title,Description,URL
CAS PO 542,Immigration: Politics and Policy,"Undergraduate Prerequisites: junior standing or consent of instructor. - Immigration has become a subject of much debate and controversy in democratic polities. This course explores the politics, economics, and social consequences of immigration policies across a number of countries, including European states and the United States. Effective Fall 2024 fulfills a single unit in each of the following BU Hub areas: Critical Thinking, Global Citizenship and Intercultural Literacy.",/academics/cas/courses/cas-po-542/
CAS PO 546,People Power in Global Politics,"Undergraduate Prerequisite: Junior standing or consent of instructor - Explores how everyday people shape global politics, drawing on classic studies of political anthropology as well as more recent examples of transnational and digital activism.",/academics/cas/courses/cas-po-546/
CAS PO 547,US Social Movements,"This course explores the strategies and impacts of historic and contemporary social movements in the US, with attention to their interactions with the party system. Students write a major research paper applying social movement theory to a chosen social movement. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Oral and/or Signed Communication, Research and Information Literacy.",/academics/cas/courses/cas-po-547/
CAS PO 548,Political Economy of China,"Undergraduate Prerequisites: junior standing or consent of instructor. First-Year Writing Seminar (WR 120 or equivalent). - Provides a historical and comparative study of China's rise domestically and internationally and introduces China's national power, local governments, globalization, finance, and strategic concerns. Students learn to evaluate scholarly and policy pieces, compile evidence, and write research reports. Effective Spring 2022, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Global Citizenship and Intercultural Literacy, Social Inquiry II.",/academics/cas/courses/cas-po-548/
CAS PO 549,Problems and Issues in Post-Mao China,"Undergraduate Prerequisites: junior standing. - An in-depth examination of politics in post-Mao China, this course focuses on several critical issues, uses various conceptual frameworks to try to understand why the reform process broke down and examines prospects for the future.",/academics/cas/courses/cas-po-549/
CAS PO 550,The State and Public Purpose in Asia,"Undergraduate Prerequisites: juniors & seniors in Internat'l Relations, Pol. Science, and Asian Stu dies who have completed the 1st-Year Writing Seminar (e.g., WR100 or 1 20) & Writing, Research & Inquiry (WR150, 151, 152). - Comparative exploration of the economic and political institutions of Japan, South Korea, and Taiwan, drawing on political and economic theory. Addresses how relationships among state, business, and labor have affected industrial development and contemporary economic activity. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Writing- Intensive Course, Social Inquiry II, Critical Thinking.",/academics/cas/courses/cas-po-550/
CAS PO 552,Japan in International Politics,"Undergraduate Prerequisites: junior standing or consent of instructor. - International and domestic influences on Japan's international behavior in the past as a predictor of Japan's future role in international politics. Covers Japan's role in the Cold War, post-war Asia, and the management of the global economy. Examines viability of the post- Cold War U.S.-Japan relationship.",/academics/cas/courses/cas-po-552/
CAS PO 553,Taiwan: Politics and Transformation,"Undergraduate Prerequisites: junior standing or consent of instructor. - Examines Taiwan's history, economic development, ethnic identity, democratization, and its controversial position in international politics as a key to understanding questions of political economy, democratic transition, and East Asian security.",/academics/cas/courses/cas-po-553/
CAS PO 554,Conflict and Cooperation in Asia,"Investigates patterns of conflict and cooperation in South and East Asia surrounding issues ranging from water resources and health to borders and war. Analyzes how such issues contribute to instability in the region, as well as methods of cooperation.",/academics/cas/courses/cas-po-554/
CAS PO 558,War and Society in the Modern Age,"Undergraduate Prerequisites: junior standing. - This course takes a state-oriented approach to understanding war in the modern age (as distinct from focusing on segments of the armed forces). How states fight wars and how changes in warfare affect the relationship between state and society. Effective Fall 2019, this course fulfills a single unit in the following BU Hub area: Historical Consciousness.",/academics/cas/courses/cas-po-558/
